date,country,state,county,fips,lat,long,locationId,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,unused1,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,unused2,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.testPositivityRatioDetails,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,unused3,unused4,metrics.icuCapacityRatio,riskLevels.overall,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered,riskLevels.caseDensity,cdcTransmissionLevel,actuals.vaccinationsAdditionalDose,metrics.vaccinationsAdditionalDoseRatio
2021-08-20,US,VA,,51,,,iso1:us#iso2:us-va,734079,11647,1013000,8062756,1547,18247,13587,1353,,1959,1419,326,,2792,11416195,5475640,4788915,0.117,,27.2,0.13,1.15,0.1,,,0.72,3,0.642,0.561,9,10029903,3,3,,
2021-08-21,US,VA,,51,,,iso1:us#iso2:us-va,734079,11647,1015355,8084617,1547,18238,13206,1315,,1958,1375,320,,0,11472885,5486767,4798319,0.115,,27.9,0.13,1.15,0.1,,,0.7,3,0.643,0.562,0,10053168,3,3,,
2021-08-22,US,VA,,51,,,iso1:us#iso2:us-va,734079,11647,1017380,8098481,1547,18242,12973,1363,,1957,1351,327,,0,11472885,5496356,4806473,0.116,,28.5,0.13,1.14,0.1,,,0.69,3,0.644,0.563,0,10073377,3,3,,
2021-08-23,US,VA,,51,,,iso1:us#iso2:us-va,741160,11675,1020138,8117736,1547,17585,12509,1409,,1969,1401,340,,7081,11472605,5506179,4815122,0.116,,29.2,0.12,1.14,0.1,,,0.71,3,0.645,0.564,28,10095033,3,3,0,0.0
2021-08-24,US,VA,,51,,,iso1:us#iso2:us-va,744187,11693,1023210,8139662,1547,17668,13257,1453,,1969,1429,335,,3027,11472605,5512163,4820547,0.118,,30.5,0.12,1.13,0.1,,,0.73,3,0.646,0.565,18,10107860,3,3,0,0.0
2021-08-25,US,VA,,51,,,iso1:us#iso2:us-va,747641,11715,1026442,8164521,1547,18309,13960,1506,,1968,1434,348,,3454,11509185,5520989,4829176,0.117,,32.0,0.11,1.12,0.1,,,0.73,3,0.647,0.566,22,10127805,3,3,0,0.0
2021-08-26,US,VA,,51,,,iso1:us#iso2:us-va,751133,11730,1030561,8199029,1547,18376,13840,1581,,1965,1425,364,,3492,11597105,5532028,4838898,0.116,,33.2,0.11,1.12,0.1,,,0.73,3,0.648,0.567,15,10151885,3,3,0,0.0
2021-08-27,US,VA,,51,,,iso1:us#iso2:us-va,754652,11769,1033375,8220399,1547,18312,13724,1608,,1974,1427,345,,3519,11684045,5533102,4846810,0.114,,34.4,0.11,1.11,0.1,,,0.72,3,0.648,0.568,39,10146933,3,3,0,0.0
2021-08-28,US,VA,,51,,,iso1:us#iso2:us-va,754652,11769,1035574,8237081,1547,18326,13215,1638,,1972,1388,360,,0,11717005,5544291,4856038,0.117,,35.1,0.11,1.11,0.1,,,0.7,3,0.65,0.569,0,10169860,3,3,0,0.0
2021-08-29,US,VA,,51,,,iso1:us#iso2:us-va,754652,11769,1037705,8250076,1547,18320,13097,1701,,1960,1374,375,,0,11739685,5557112,4868886,0.118,,35.8,0.11,1.1,0.1,,,0.7,3,0.651,0.57,0,10199882,3,3,0,0.0
2021-08-30,US,VA,,51,,,iso1:us#iso2:us-va,762948,11810,1041075,8273101,1547,17583,12765,1800,,1969,1415,376,,8296,11739685,5567591,4880215,0.119,,36.5,0.1,1.09,0.1,,,0.72,3,0.652,0.572,41,10224691,3,3,0,0.0
2021-08-31,US,VA,,51,,,iso1:us#iso2:us-va,766435,11842,1045104,8296854,1547,17584,13193,1793,,1978,1445,380,,3487,11823105,5574196,4887531,0.122,,37.2,0.1,1.08,0.1,,,0.73,3,0.653,0.573,32,10240407,3,3,0,0.0
2021-09-01,US,VA,,51,,,iso1:us#iso2:us-va,769842,11861,1049132,8323795,1547,18342,14085,1823,,1976,1483,408,,3407,11873855,5582521,4895575,0.125,,37.2,0.1,1.08,0.1,,,0.75,3,0.654,0.574,19,10259067,3,3,0,0.0
2021-09-02,US,VA,,51,,,iso1:us#iso2:us-va,774097,11879,1054667,8370912,1547,18345,14064,1912,,1969,1476,410,,4255,11902455,5590853,4903533,0.123,,38.4,0.09,1.07,0.1,,,0.75,3,0.655,0.574,18,10277952,3,3,0,0.0
2021-09-03,US,VA,,51,,,iso1:us#iso2:us-va,778167,11899,1059277,8412924,1547,18413,13970,1886,,1966,1468,423,,4070,11948205,5601439,4912835,0.119,,39.4,0.09,1.06,0.1,,,0.75,3,0.656,0.576,20,10300371,3,3,0,0.0
2021-09-04,US,VA,,51,,,iso1:us#iso2:us-va,778167,11899,1063269,8451611,1547,18330,13396,1882,,1969,1443,420,,0,12019715,5614437,4924254,0.114,,39.6,0.09,1.06,0.1,,,0.73,3,0.658,0.577,0,10328365,3,3,0,0.0
2021-09-05,US,VA,,51,,,iso1:us#iso2:us-va,778167,11899,1066092,8476655,1547,18307,13103,1954,,1963,1413,434,,0,11992915,5621746,4931248,0.111,,39.9,0.09,1.05,0.1,,,0.72,3,0.659,0.578,0,10345805,3,3,0,0.0
2021-09-06,US,VA,,51,,,iso1:us#iso2:us-va,786910,11929,1068789,8502739,1547,17560,12544,1998,,1960,1401,438,,8743,11986815,5631816,4942178,0.108,,40.1,0.09,1.05,0.1,,,0.71,3,0.66,0.579,30,10370407,3,3,0,0.0
2021-09-07,US,VA,,51,,,iso1:us#iso2:us-va,788917,11947,1072372,8534449,1547,17599,12965,2067,,1975,1478,456,,2007,11986815,5636965,4947779,0.103,,37.6,0.1,1.04,0.1,,,0.75,3,0.66,0.58,18,10383388,3,3,0,0.0
2021-09-08,US,VA,,51,,,iso1:us#iso2:us-va,793396,11977,1076204,8570151,1547,18374,14134,2109,,1983,1505,453,,4479,12059355,5643243,4953531,0.099,,39.4,0.09,1.03,0.1,,,0.76,3,0.661,0.58,30,10396391,3,3,0,0.0
2021-09-09,US,VA,,51,,,iso1:us#iso2:us-va,797348,12010,1080620,8609157,1547,18462,14091,2075,,1977,1496,467,,3952,12127425,5649438,4959123,0.098,,38.9,0.09,1.03,0.1,,,0.76,3,0.662,0.581,33,10410207,3,3,0,0.0
2021-09-10,US,VA,,51,,,iso1:us#iso2:us-va,801827,12036,1084647,8645671,1547,18480,14146,2066,,1998,1522,480,,4479,12160175,5660792,4972036,0.098,,39.6,0.09,1.02,0.1,,,0.76,3,0.663,0.583,26,10438063,3,3,0,0.0
2021-09-11,US,VA,,51,,,iso1:us#iso2:us-va,801827,12036,1087387,8672395,1547,18482,13851,2003,,1986,1474,489,,0,12249975,5670759,4981250,0.098,,39.9,0.09,1.02,0.1,,,0.74,3,0.664,0.584,0,10459890,3,3,0,0.0
2021-09-12,US,VA,,51,,,iso1:us#iso2:us-va,801827,12036,1090101,8694375,1547,18415,13580,2017,,1972,1440,493,,0,12251145,5680740,4990367,0.099,,40.2,0.09,1.01,0.1,,,0.73,3,0.666,0.585,0,10481448,3,3,0,0.0
2021-09-13,US,VA,,51,,,iso1:us#iso2:us-va,811079,12089,1093287,8723090,1547,17709,13152,2033,,1963,1473,497,,9252,12251145,5689869,5000236,0.1,,40.5,0.09,1.0,0.1,,,0.75,3,0.667,0.586,53,10502675,3,3,0,0.0
2021-09-14,US,VA,,51,,,iso1:us#iso2:us-va,814738,12118,1097115,8756153,1547,17702,13544,2095,,1962,1501,493,,3659,12325935,5696076,5006507,0.1,,43.2,0.08,1.0,0.1,,,0.77,3,0.667,0.587,29,10515874,3,3,0,0.0
2021-09-15,US,VA,,51,,,iso1:us#iso2:us-va,818804,12170,1101260,8792218,1547,18421,14344,2064,,1951,1510,477,,4066,12377655,5703726,5014100,0.101,,42.5,0.09,0.99,0.1,,,0.77,3,0.668,0.587,52,10532337,3,3,0,0.0
2021-09-16,US,VA,,51,,,iso1:us#iso2:us-va,822985,12207,1105171,8828180,1547,18411,14243,2100,,1947,1493,465,,4181,12435035,5712287,5022557,0.101,,42.9,0.08,0.98,0.1,,,0.77,3,0.669,0.588,37,10550840,3,3,0,0.0
2021-09-17,US,VA,,51,,,iso1:us#iso2:us-va,827197,12242,1108517,8859251,1547,18405,14105,2114,,1963,1502,479,,4212,12464015,5722915,5034193,0.101,,42.5,0.09,0.98,0.1,,,0.77,3,0.67,0.59,35,10575191,3,3,0,0.0
2021-09-18,US,VA,,51,,,iso1:us#iso2:us-va,827197,12242,1111661,8887206,1547,18354,13527,2041,,1955,1445,470,,0,12557955,5748879,5061518,0.102,,42.3,0.09,0.97,0.1,,,0.74,3,0.674,0.593,0,10630941,3,3,0,0.0
2021-09-19,US,VA,,51,,,iso1:us#iso2:us-va,827197,12242,1114199,8907390,1547,18369,13460,2028,,1959,1458,470,,0,12557955,5767006,5080898,0.102,,42.1,0.09,0.96,0.1,,,0.74,3,0.676,0.595,0,10670853,3,3,0,0.0
2021-09-20,US,VA,,51,,,iso1:us#iso2:us-va,836140,12312,1117162,8932230,1547,17670,12920,2137,,1967,1451,475,,8943,12557955,5777458,5094281,0.102,,41.9,0.09,0.95,0.1,,,0.74,3,0.677,0.597,70,10696983,3,3,0,0.0
2021-09-21,US,VA,,51,,,iso1:us#iso2:us-va,839475,12364,1120735,8961098,1547,17729,13475,2057,,1956,1493,484,,3335,12606295,5782438,5100364,0.103,,41.4,0.09,0.95,0.1,,,0.76,3,0.677,0.598,52,10709314,3,3,0,0.0
2021-09-22,US,VA,,51,,,iso1:us#iso2:us-va,843212,12409,1124279,8994537,1547,18476,14220,2085,,1970,1494,503,,3737,12620335,5787264,5106400,0.102,,40.9,0.09,0.94,0.1,,,0.76,3,0.678,0.598,45,10721902,3,3,0,0.0
2021-09-23,US,VA,,51,,,iso1:us#iso2:us-va,846979,12463,1127592,9025749,1547,18460,14242,2060,,1966,1483,485,,3767,12637845,5786370,5107217,0.102,,40.2,0.09,0.93,0.1,,,0.75,3,0.678,0.598,54,10723697,3,3,0,0.0
2021-09-24,US,VA,,51,,,iso1:us#iso2:us-va,849865,12511,1130647,9055423,1547,18441,13932,2037,,1957,1442,468,,2886,12653555,5798550,5123605,0.101,,37.9,0.1,0.93,0.1,,,0.74,3,0.679,0.6,48,10759030,3,3,0,0.0
2021-09-25,US,VA,,51,,,iso1:us#iso2:us-va,849865,12511,1133272,9080582,1547,18453,13411,2017,,1956,1414,473,,0,12677255,5805223,5131924,0.101,,37.4,0.1,0.93,0.1,,,0.72,3,0.68,0.601,0,10777222,3,3,0,0.0
2021-09-26,US,VA,,51,,,iso1:us#iso2:us-va,849865,12511,1135231,9095796,1547,18493,13143,2032,,1969,1458,502,,0,12677255,5815203,5143088,0.1,,36.9,0.1,0.92,0.1,,,0.74,3,0.681,0.603,0,10803370,3,3,0,0.0
2021-09-27,US,VA,,51,,,iso1:us#iso2:us-va,857852,12592,1137830,9115549,1547,17753,12963,2082,,1975,1458,503,,7987,12677255,5819726,5148638,0.101,,36.3,0.1,0.92,0.1,,,0.74,3,0.682,0.603,81,10816729,3,3,0,0.0
2021-09-28,US,VA,,51,,,iso1:us#iso2:us-va,860493,12647,1140994,9141883,1547,17656,13497,1983,,1964,1484,481,,2641,12719695,5826869,5157759,0.101,,35.2,0.1,0.92,0.1,,,0.76,3,0.683,0.604,55,10840698,3,3,0,0.0
2021-09-29,US,VA,,51,,,iso1:us#iso2:us-va,863644,12696,1143913,9169739,1547,18394,14263,1902,,1969,1516,464,,3151,12731065,5833414,5164932,0.101,,34.2,0.11,0.91,0.1,,,0.77,3,0.683,0.605,49,10862738,3,3,0,0.0
2021-09-30,US,VA,,51,,,iso1:us#iso2:us-va,866776,12750,1146910,9198563,1547,18425,13980,1861,,1958,1522,431,,3132,12733165,5839079,5170550,0.101,,33.1,0.11,0.91,0.1,,,0.78,3,0.684,0.606,54,10882638,3,3,0,0.0
2021-10-01,US,VA,,51,,,iso1:us#iso2:us-va,869328,12806,1149787,9232012,1547,18428,13680,1868,,1943,1476,426,,2552,12777015,5847622,5178108,0.098,,32.6,0.11,0.91,0.1,,,0.76,3,0.685,0.607,56,10910780,3,3,0,0.0
2021-10-02,US,VA,,51,,,iso1:us#iso2:us-va,869328,12806,1151854,9252215,1547,18382,13416,1765,,1950,1452,415,,0,12818065,5851648,5181931,0.098,,32.4,0.11,0.91,0.1,,,0.74,3,0.686,0.607,0,10923954,3,3,0,0.0
2021-10-03,US,VA,,51,,,iso1:us#iso2:us-va,869328,12806,1153449,9265652,1547,18389,13037,1795,,1936,1408,406,,0,12804535,5858462,5189123,0.097,,32.3,0.11,0.91,0.1,,,0.73,3,0.686,0.608,0,10951122,3,3,0,0.0
2021-10-04,US,VA,,51,,,iso1:us#iso2:us-va,877090,12908,1155230,9282009,1547,17693,12858,1782,,1945,1443,407,,7762,12804255,5873006,5205089,0.095,,32.2,0.11,0.91,0.1,,,0.74,3,0.688,0.61,102,11009315,3,3,0,0.0
2021-10-05,US,VA,,51,,,iso1:us#iso2:us-va,878518,12955,1157490,9304375,1547,17680,13386,1811,,1962,1492,407,,1428,12869745,5877501,5209839,0.092,,30.2,0.12,0.9,0.1,,,0.76,3,0.689,0.61,47,11024264,3,3,0,0.0
2021-10-06,US,VA,,51,,,iso1:us#iso2:us-va,882437,12999,1159971,9333038,1547,18409,14100,1765,,1962,1517,415,,3919,12884195,5883863,5216856,0.09,,31.5,0.12,0.9,0.1,,,0.77,3,0.689,0.611,44,11046179,3,3,0,0.0
2021-10-07,US,VA,,51,,,iso1:us#iso2:us-va,885323,13031,1162890,9363613,1547,18412,13918,1705,,1958,1476,414,,2886,12931365,5889202,5221636,0.088,,31.0,0.12,0.9,0.1,,,0.75,3,0.69,0.612,32,11065456,3,3,0,0.0
2021-10-08,US,VA,,51,,,iso1:us#iso2:us-va,888159,13075,1165296,9389450,1547,18402,13774,1680,,1962,1486,409,,2836,13031455,5898421,5231142,0.09,,31.5,0.12,0.9,0.1,,,0.76,3,0.691,0.613,44,11097362,3,3,0,0.0
2021-10-09,US,VA,,51,,,iso1:us#iso2:us-va,888159,13075,1167592,9414095,1547,18352,13353,1630,,1958,1447,394,,0,13079385,5906847,5239151,0.089,,30.2,0.12,0.89,0.1,,,0.74,3,0.692,0.614,0,11127070,3,3,0,0.0
2021-10-10,US,VA,,51,,,iso1:us#iso2:us-va,888159,13075,1168895,9426252,1547,18393,13367,1622,,1961,1460,387,,0,13082895,5915281,5246561,0.088,,28.9,0.12,0.89,0.1,,,0.74,3,0.693,0.615,0,11156672,3,3,0,0.0
2021-10-11,US,VA,,51,,,iso1:us#iso2:us-va,893607,13175,1170399,9441955,1547,17622,12954,1612,,1938,1447,390,,5448,13082895,5922054,5253541,0.087,,27.6,0.13,0.88,0.1,,,0.75,3,0.694,0.615,100,11181916,3,3,0,0.0
2021-10-12,US,VA,,51,,,iso1:us#iso2:us-va,895619,13219,1172609,9462460,1547,17599,13228,1612,,1943,1484,383,,2012,13117025,5924366,5255434,0.087,,28.6,0.13,0.88,0.1,,,0.76,3,0.694,0.616,44,11188615,3,3,0,0.0
2021-10-13,US,VA,,51,,,iso1:us#iso2:us-va,897978,13285,1174768,9488690,1547,18351,13929,1570,,1938,1485,359,,2359,13147245,5929541,5261118,0.087,,26.0,0.14,0.87,0.1,,,0.77,3,0.695,0.616,66,11208314,3,3,0,0.0
2021-10-14,US,VA,,51,,,iso1:us#iso2:us-va,900581,13345,1176821,9518679,1547,18328,13986,1514,,1942,1448,353,,2603,13195905,5939525,5273043,0.082,,25.5,0.14,0.87,0.1,,,0.75,3,0.696,0.618,60,11240293,3,3,0,0.0
2021-10-15,US,VA,,51,,,iso1:us#iso2:us-va,902938,13391,1178672,9544549,1547,18333,13831,1477,,1944,1451,346,,2357,13241155,5948301,5281437,0.079,,24.7,0.15,0.87,0.1,,,0.75,2,0.697,0.619,46,11272570,2,3,0,0.0
2021-10-16,US,VA,,51,,,iso1:us#iso2:us-va,902938,13391,1180269,9562186,1547,18335,13541,1450,,1958,1430,341,,0,13310945,5955803,5289042,0.079,,24.5,0.15,0.86,0.1,,,0.73,2,0.698,0.62,0,11300409,2,3,0,0.0
2021-10-17,US,VA,,51,,,iso1:us#iso2:us-va,902938,13391,1181477,9574477,1547,18340,13318,1445,,1938,1390,341,,0,13308515,5965672,5298827,0.078,,24.2,0.15,0.86,0.1,,,0.72,2,0.699,0.621,0,11338136,2,3,0,0.0
2021-10-18,US,VA,,51,,,iso1:us#iso2:us-va,907882,13486,1182803,9589941,1547,17614,12858,1466,,1927,1411,333,,4944,13308515,5971647,5304566,0.077,,23.9,0.15,0.86,0.1,,,0.73,2,0.7,0.621,95,11359583,2,3,0,0.0
2021-10-19,US,VA,,51,,,iso1:us#iso2:us-va,909499,13538,1184788,9611555,1547,17616,13196,1336,,1925,1444,301,,1617,13336115,5976463,5309301,0.076,,23.2,0.16,0.86,0.1,,,0.75,2,0.7,0.622,52,11374460,2,3,0,0.0
2021-10-20,US,VA,,51,,,iso1:us#iso2:us-va,911321,13585,1186597,9635868,1547,18354,14057,1332,,1932,1457,282,,1822,13351725,5982690,5315156,0.074,,22.3,0.16,0.86,0.1,,,0.75,2,0.701,0.623,47,11395923,2,3,324684,0.038
2021-10-21,US,VA,,51,,,iso1:us#iso2:us-va,913100,13624,1188487,9660818,1547,18299,13844,1283,,1929,1421,271,,1779,13405045,5990227,5321585,0.076,,21.0,0.17,0.86,0.1,,,0.74,2,0.702,0.623,39,11421829,2,3,336244,0.039
2021-10-22,US,VA,,51,,,iso1:us#iso2:us-va,914755,13668,1189986,9684408,1547,18285,13835,1312,,1929,1416,272,,1655,13480695,6003628,5332674,0.075,,19.8,0.18,0.86,0.1,,,0.73,2,0.703,0.625,44,11449069,2,3,349504,0.041
2021-10-23,US,VA,,51,,,iso1:us#iso2:us-va,914755,13668,1191213,9702864,1547,18302,13229,1279,,1924,1392,274,,0,13562305,6009377,5338270,0.072,,19.2,0.18,0.87,0.1,,,0.72,2,0.704,0.625,0,11470954,2,3,360002,0.042
2021-10-24,US,VA,,51,,,iso1:us#iso2:us-va,914755,13668,1192217,9713538,1547,18294,12991,1279,,1922,1399,279,,0,13560765,6016286,5345739,0.072,,18.7,0.18,0.87,0.1,,,0.73,2,0.705,0.626,0,11502654,2,3,376693,0.044
2021-10-25,US,VA,,51,,,iso1:us#iso2:us-va,918700,13745,1193482,9730311,1547,17588,12683,1253,,1934,1414,289,,3945,13560485,6021704,5349949,0.071,,18.1,0.2,0.87,0.1,,,0.73,2,0.705,0.627,77,11525647,2,3,390330,0.046
2021-10-26,US,VA,,51,,,iso1:us#iso2:us-va,919999,13793,1194884,9750682,1547,17567,13079,1228,,1931,1418,289,,1299,13619725,6027385,5354009,0.068,,17.6,0.21,0.88,0.1,,,0.73,2,0.706,0.627,48,11552062,2,3,407142,0.048
2021-10-27,US,VA,,51,,,iso1:us#iso2:us-va,921630,13827,1196478,9773197,1547,18365,13888,1208,,1918,1440,287,,1631,13685285,6033483,5358489,0.067,,17.3,0.21,0.89,0.1,,,0.75,2,0.707,0.628,34,11579358,2,3,423880,0.05
2021-10-28,US,VA,,51,,,iso1:us#iso2:us-va,923125,13870,1197822,9795394,1547,18322,13869,1151,,1934,1430,286,,1495,13750915,6052433,5372576,0.065,,16.8,0.22,0.89,0.1,,,0.74,2,0.709,0.629,43,11691565,2,3,499915,0.059
2021-10-29,US,VA,,51,,,iso1:us#iso2:us-va,924771,13907,1199156,9816330,1547,18343,13588,1108,,1931,1414,266,,1646,13872115,6054713,5373361,0.065,,16.8,0.22,0.9,0.1,,,0.73,2,0.709,0.63,37,11693835,2,3,500719,0.059
2021-10-30,US,VA,,51,,,iso1:us#iso2:us-va,924771,13907,1200195,9831463,1547,18327,13157,1058,,1921,1387,263,,0,14039405,6063470,5379511,0.065,,16.4,0.22,0.91,0.1,,,0.72,2,0.71,0.63,0,11742275,2,3,533296,0.062
2021-10-31,US,VA,,51,,,iso1:us#iso2:us-va,924771,13907,1200954,9839937,1547,18332,12970,1012,,1928,1371,262,,0,14044995,6072544,5386168,0.065,,16.0,0.22,0.92,0.1,,,0.71,2,0.711,0.631,0,11792158,2,3,567005,0.066
2021-11-01,US,VA,,51,,,iso1:us#iso2:us-va,927999,13984,1202222,9853891,1547,17612,12721,1052,,1923,1378,263,,3228,14043495,6080128,5391990,0.066,,15.6,0.23,0.93,0.1,,,0.72,2,0.712,0.632,77,11834418,2,3,595187,0.07
2021-11-02,US,VA,,51,,,iso1:us#iso2:us-va,929244,14020,1203485,9872416,1547,17599,13097,1070,,1931,1398,251,,1245,14128215,6085708,5395756,0.066,,15.5,0.23,0.94,0.1,,,0.72,2,0.713,0.632,36,11864489,2,3,616104,0.072
2021-11-03,US,VA,,51,,,iso1:us#iso2:us-va,930679,14052,1204963,9891786,1547,18347,13864,1023,,1936,1403,237,,1435,14218415,6092097,5400472,0.067,,15.1,0.24,0.95,0.1,,,0.72,2,0.714,0.633,32,11897204,2,3,637226,0.075
2021-11-04,US,VA,,51,,,iso1:us#iso2:us-va,932173,14089,1206497,9913000,1547,18316,13906,989,,1929,1409,224,,1494,14326315,6101161,5406767,0.069,,15.1,0.24,0.96,0.1,,,0.73,2,0.715,0.633,37,11944366,2,3,668825,0.078
2021-11-05,US,VA,,51,,,iso1:us#iso2:us-va,933542,14125,1207922,9935156,1547,18286,13702,940,,1926,1400,205,,1369,14392475,6107963,5412377,0.069,,14.7,0.25,0.97,0.1,,,0.73,2,0.716,0.634,36,11981662,2,3,693480,0.081
2021-11-06,US,VA,,51,,,iso1:us#iso2:us-va,933542,14125,1209026,9952068,1547,18262,13150,905,,1926,1354,205,,0,14501455,6116981,5418205,0.068,,14.8,0.25,0.98,0.1,,,0.7,2,0.717,0.635,0,12023657,2,3,720808,0.084
2021-11-07,US,VA,,51,,,iso1:us#iso2:us-va,933542,14125,1210028,9962736,1547,18288,12794,902,,1921,1318,203,,0,14514675,6128148,5423258,0.069,,14.9,0.25,0.99,0.1,,,0.69,2,0.718,0.635,0,12064379,2,3,745224,0.087
2021-11-08,US,VA,,51,,,iso1:us#iso2:us-va,936928,14190,1211083,9979604,1547,17586,12361,939,,1920,1321,200,,3386,14514675,6143453,5430637,0.066,,14.9,0.24,1.0,0.1,,,0.69,2,0.72,0.636,65,12117815,2,3,774346,0.091
2021-11-09,US,VA,,51,,,iso1:us#iso2:us-va,938376,14225,1212639,10001574,1547,17617,13018,948,,1920,1379,207,,1448,14592035,6155838,5436764,0.066,,15.3,0.24,1.01,0.1,,,0.72,2,0.721,0.637,35,12164053,2,3,800930,0.094
2021-11-10,US,VA,,51,,,iso1:us#iso2:us-va,939783,14261,1214339,10024555,1547,18323,13965,957,,1927,1426,201,,1407,14765625,6167562,5440897,0.066,,15.2,0.24,1.02,0.1,,,0.74,2,0.723,0.637,36,12193394,2,3,814988,0.095
2021-11-11,US,VA,,51,,,iso1:us#iso2:us-va,941371,14294,1215617,10046725,1547,17918,13774,897,,1921,1417,202,,1588,14849135,6188997,5448611,0.064,,15.4,0.24,1.03,0.1,,,0.74,2,0.725,0.638,33,12256306,2,3,847100,0.099
2021-11-12,US,VA,,51,,,iso1:us#iso2:us-va,942837,14321,1217001,10065273,1547,17970,13747,920,,1914,1377,193,,1466,14958015,6208987,5454745,0.065,,15.6,0.23,1.03,0.1,,,0.72,2,0.727,0.639,27,12314657,2,3,877598,0.103
2021-11-13,US,VA,,51,,,iso1:us#iso2:us-va,942837,14321,1218187,10081095,1547,17977,13315,893,,1921,1329,214,,0,15026105,6226370,5459447,0.066,,15.5,0.23,1.04,0.1,,,0.69,2,0.729,0.64,0,12366184,2,3,906231,0.106
2021-11-14,US,VA,,51,,,iso1:us#iso2:us-va,942837,14321,1219115,10091682,1547,17963,13001,914,,1918,1306,215,,0,15026785,6241266,5463290,0.066,,15.4,0.23,1.04,0.1,,,0.68,2,0.731,0.64,0,12406009,2,3,926849,0.109
2021-11-15,US,VA,,51,,,iso1:us#iso2:us-va,946061,14392,1220653,10106660,1547,17224,12582,909,,1919,1339,188,,3224,15023025,6265770,5469858,0.07,,15.3,0.24,1.04,0.1,,,0.7,2,0.734,0.641,71,12482776,2,3,961376,0.113
2021-11-16,US,VA,,51,,,iso1:us#iso2:us-va,947271,14422,1222277,10127584,1547,17281,13227,941,,1916,1381,191,,1210,15150605,6279067,5473023,0.071,,14.9,0.24,1.05,0.1,,,0.72,2,0.736,0.641,30,12513753,2,3,976753,0.114
2021-11-17,US,VA,,51,,,iso1:us#iso2:us-va,949803,14443,1223965,10151101,1547,17970,13804,882,,1915,1388,194,,2532,15205095,6288062,5476372,0.071,,16.8,0.22,1.05,0.1,,,0.72,2,0.737,0.642,21,12541854,2,3,992654,0.116
2021-11-18,US,VA,,51,,,iso1:us#iso2:us-va,951698,14469,1225683,10176049,1547,17949,13994,895,,1910,1395,179,,1895,15235915,6303250,5481307,0.072,,17.3,0.21,1.05,0.1,,,0.73,2,0.738,0.642,26,12588508,2,3,1018965,0.119
2021-11-19,US,VA,,51,,,iso1:us#iso2:us-va,953460,14492,1227199,10198071,1547,17940,13709,892,,1911,1391,191,,1762,15331485,6325811,5495190,0.071,,17.8,0.2,1.06,0.1,,,0.73,2,0.741,0.644,23,12664385,2,3,1053685,0.123
2021-11-20,US,VA,,51,,,iso1:us#iso2:us-va,953460,14492,1228526,10214027,1547,17906,13310,878,,1913,1364,200,,0,15418715,6341270,5500834,0.072,,18.3,0.2,1.06,0.1,,,0.71,2,0.743,0.644,0,12716363,2,3,1083911,0.127
2021-11-21,US,VA,,51,,,iso1:us#iso2:us-va,953460,14492,1229519,10225333,1547,17964,13098,902,,1918,1361,205,,0,15413275,6355573,5505255,0.072,,18.8,0.2,1.06,0.1,,,0.71,2,0.745,0.645,0,12762461,2,3,1110378,0.13
2021-11-22,US,VA,,51,,,iso1:us#iso2:us-va,957570,14548,1230861,10240781,1547,17209,12592,939,,1905,1373,222,,4110,15408435,6373815,5510330,0.071,,19.3,0.19,1.07,0.1,,,0.72,2,0.747,0.646,56,12821637,2,3,1144888,0.134
2021-11-23,US,VA,,51,,,iso1:us#iso2:us-va,959156,14573,1232277,10262123,1547,17198,12841,914,,1905,1399,218,,1586,15504115,6382876,5512994,0.069,,19.9,0.18,1.07,0.1,,,0.73,2,0.748,0.646,25,12852395,2,3,1164068,0.136
2021-11-24,US,VA,,51,,,iso1:us#iso2:us-va,960691,14597,1233970,10283886,1547,17939,13136,945,,1908,1366,219,,1535,15593805,6393468,5516063,0.07,,18.2,0.2,1.08,0.1,,,0.72,2,0.749,0.646,24,12883121,2,3,1181437,0.138
2021-11-25,US,VA,,51,,,iso1:us#iso2:us-va,962472,14616,1234991,10296160,1547,17933,12327,950,,1913,1332,226,,1781,15593805,6393468,5516063,0.072,,18.0,0.2,1.09,0.1,,,0.7,2,0.749,0.646,19,12883121,2,3,1181437,0.138
2021-11-26,US,VA,,51,,,iso1:us#iso2:us-va,963739,14635,1236067,10305938,1547,17987,12292,969,,1919,1300,219,,1267,15593805,6393468,5516063,0.076,,17.2,0.21,1.1,0.1,,,0.68,2,0.749,0.646,19,12883121,2,3,1181437,0.138
2021-11-27,US,VA,,51,,,iso1:us#iso2:us-va,963739,14635,1237159,10317585,1547,17987,12406,967,,1920,1319,220,,0,15593805,6393468,5516063,0.077,,16.8,0.21,1.1,0.1,,,0.69,2,0.749,0.646,0,12883121,2,3,1181437,0.138
